"おめがシスターズ","2018-03-07T06:17:57Z","【対決】シリトリンゴリラが面白すぎる",=HYPERLINK("https://www.youtube.com/watch?v=BFkvSgsaOKk")
"おめがシスターズ","2018-03-13T19:26:13Z","【ガンダムAGE】AURORA (Short) / 藍井エイル by おめがレイ",=HYPERLINK("https://www.youtube.com/watch?v=8q-Ny2a0GPM")
"おめがシスターズ","2018-03-17T08:13:03Z","Vtuberでワードウルフをやってみた結果ww",=HYPERLINK("https://www.youtube.com/watch?v=MBaGv0-yqb4")
"おめがシスターズ","2018-03-18T05:41:19Z","【ボカロ】非公開日誌 / GUMI by おめがリオ",=HYPERLINK("https://www.youtube.com/watch?v=FkyotXkl-CI")
"葛葉","2018-03-25T12:32:57Z","【Getting Over It】壺クリアするまで寝れない #01【配信アーカイブ】",=HYPERLINK("https://www.youtube.com/watch?v=nXZs8vFxjso")
"葛葉","2018-03-26T12:15:21Z","【Getting Over It】壺クリアするまで寝れない #02【配信アーカイブ】",=HYPERLINK("https://www.youtube.com/watch?v=CUA02PS3I58")
"葛葉","2018-06-14T16:19:04Z","【#くずなま】PUBG練習！…おや？葛葉の様子が？【02】",=HYPERLINK("https://www.youtube.com/watch?v=6aWuT80nbqo")
"葛葉","2018-07-05T13:36:18Z","【#くずなま】PUBG強化月間！！【03】",=HYPERLINK("https://www.youtube.com/watch?v=-CP1EYoj0EI")
"葛葉","2018-07-14T16:25:22Z","【#くずなま】PUBG Vtuber最強決定戦を終えて【04】",=HYPERLINK("https://www.youtube.com/watch?v=Q5SsB2MVNoc")
"名取さな","2018-03-16T11:56:13Z","はじめまして！名取さなです！！！！！！！！！#01",=HYPERLINK("https://www.youtube.com/watch?v=vayMLrqWfcs")
"名取さな","2018-03-30T16:22:21Z","８分音符ちゃんせんせえ！！！！！！#02",=HYPERLINK("https://www.youtube.com/watch?v=f8b-72LFcXc")
"名取さな","2018-04-20T09:57:14Z","【UNDERTALE】さな、誰も傷つけません！#1",=HYPERLINK("https://www.youtube.com/watch?v=cvtrGK7e3Mk")
"名取さな","2018-04-27T17:40:44Z","【雑談】てすと！",=HYPERLINK("https://www.youtube.com/watch?v=i9MIqdZt7LE")
"名取さな","2018-05-02T09:59:19Z","【UNDERTALE】さな、イヌとパズルにボコボコにされる#2",=HYPERLINK("https://www.youtube.com/watch?v=_CrdGNsSuD0")
"鈴鹿詩子","2018-03-27T06:27:00Z","鈴鹿詩子Mirrativ①古（いにしえ）の腐女子でショ〇コンな歌のおねえさんがバーチャルの世界に舞い降りたよ！【にじさんじ公式】",=HYPERLINK("https://www.youtube.com/watch?v=U9XkQuPBI_E")
"鈴鹿詩子","2018-04-03T11:12:13Z","鈴鹿詩子Mirrativ②┌(┌^o^)┐床に這いつくばりながらショ〇についてやお酒の失敗談、好きな音楽を語るよ！【にじさんじ公式】",=HYPERLINK("https://www.youtube.com/watch?v=b76lRoOvU_w")
"鈴鹿詩子","2018-04-04T12:42:16Z","鈴鹿詩子Mirrativ③どんちきパリピ音楽をBGMに行き場のない母性をリスナーさんにぶつけたり暗黒の学生時代を語る【にじさんじ公式】",=HYPERLINK("https://www.youtube.com/watch?v=EvU-6hRG4Po")
"鈴鹿詩子","2018-03-29T09:19:34Z","鈴鹿詩子雑談#1　高校時代の青春や前期&今期アニメ、バブみの言葉ついて語るよ！【にじさんじ公式】",=HYPERLINK("https://www.youtube.com/watch?v=sG27h6RBQZQ")
"鈴鹿詩子","2018-04-05T05:07:07Z","鈴鹿詩子ゲーム実況#1『メンへラフレシア』実況プレイ①（※ラグ多発注意）【にじさんじ公式】",=HYPERLINK("https://www.youtube.com/watch?v=PkDevdCdwF4")
"もこ田めめめ","2018-04-27T14:47:41Z","【予告】もこ田めめめ【.LIVE公式】",=HYPERLINK("https://www.youtube.com/watch?v=9TicQKtsd98")
"もこ田めめめ","2018-04-27T14:16:35Z","【どっとライブ】【アイドル部】もこ田めめめ【はじめての生放送】",=HYPERLINK("https://www.youtube.com/watch?v=NEntamET7k4")
